"reviewerId","stars","artistId","artistName","albumId","albumName"
"11","4","665","EGG","3502","The Polite Force"
"11","4","1751","ADRIAN BELEW","8173","Twang Bar King"
"11","3","113","FR&#xFFFD;GIL","387","Avenida Larco"
"11","4","105","YES","1834","Yesshows"
"11","2","855","AMON D&#xFFFD;&#xFFFD;L II","37060","Bee As Such [Aka: D&#xFFFD;&#xFFFD;lirium]"
"11","5","838","SUN CAGED","4486","Sun Caged "
"11","4","1803","KEVIN AYERS","8625","Whatevershebringswesing"
"11","4","1507","QUINTESSENCE","7132","Dive Deep"
"11","5","998","MINDFLOWERS","5189","Improgressive"
"6","5","782","STEVE HACKETT","4160","Voyage of the Acolyte"
"11","4","854","TASAVALLAN PRESIDENTTI","4678","Milky Way Moses"
"11","4","169","ISILDURS BANE","628","Sagan Om Den Irl&#xFFFD;ndska &#xFFFD;lgen"
"11","4","2228","SPRIGUNS (OF TOLGUS)","33956","Magic Lady   (as Mandy Morton &amp; Spriguns)"
"11","2","1140","DREAMLAND","5872","Underwater"
"11","2","1157","URIAH HEEP","5911","Different World"
"11","4","2940","BLUE &#xFFFD;YSTER CULT","15071","Some Enchanted Evening"
"11","3","549","NEKTAR","14881","Book Of Days"
"11","4","2562","KROKODIL","12432","Getting Up For The Morning"
"11","3","1609","JEAN-MICHEL JARRE","8410","En Attendant Cousteau [Aka: Waiting For Cousteau]"
"11","3","288","PENDRAGON","1123","9:15 Live "
"11","4","83","DJAM KARET","1059","The Devouring"
"11","3","1483","PHISH","6978","The Story Of The Ghost"
"11","4","7224","ARBETE OCH FRITID","37192","Andra"
"11","4","1122","OPETH","5795","Deliverance"
"11","4","1406","BLACK BONZO","6760","Lady Of The Light"
"11","4","169","ISILDURS BANE","637","Mind Volume 1"
"11","4","2380","MAN","10903","2 Ozs Of Plastic With A Hole In The Middle"
"11","3","2633","VARIOUS ARTISTS (LABEL SAMPLERS)","4480","Moonchild 98"
"11","3","140","FRUUPP","499","The Prince of Heaven&apos;s Eyes"
"11","4","78","DEUS EX MACHINA","1688","Cinque"
"11","4","655","BARCLAY JAMES  HARVEST","3382","... And Other Short Stories"
"11","3","674","QUEENSRYCHE","21552","American Soldier"
"11","3","1097","MANEIGE","5699","Montr&#xFFFD;al, 6AM"
"12","4","94","EMERSON LAKE &amp; PALMER","1872","Brain Salad Surgery"
"11","3","51","CAST","315","Third Call"
"11","4","1034","CITY BOY","5358","Book Early"
"6","5","2407","THE BEATLES","11074","Abbey Road"
"11","5","105","YES","1827","Close to the Edge"
"12","2","233","MARILLION","890","Misplaced Childhood"
"11","4","1087","EMBRYO","5627","Steig Aus [also released as: This Is Embryo]"
"11","3","5220","ASTERIX","27206","Asterix"
"11","4","1023","FRANK ZAPPA","5337","Boulez Conducts Zappa: The Perfect Stranger"
"11","3","3253","BLACK SABBATH","16788","Seventh Star"
"6","2","378","DREAM THEATER","1672","Metropolis Part 2 - Scenes from a Memory"
"11","4","1507","QUINTESSENCE","7134","Self"
"11","3","848","GONG","4625","Continental Circus"
"11","4","431","STYX","2191","Pieces Of Eight"
"11","3","4149","BUDGIE","20663","Impeckable"
"11","4","181","KAIPA","695","Inget Nytt Under Solen"
"11","4","1969","DEEP PURPLE","9176","Stormbringer"
"11","3","855","AMON D&#xFFFD;&#xFFFD;L II","4724","Vive La Trance"
"11","3","1","GENESIS","1522","Live - The Way We Walk Volume One - The Shorts"
"11","4","574","IBIS","2819","Nico, Gianni, Frank &amp; Maurizio: Canti D&apos;Innocenza, Canti D&apos;Esperienza..."
"11","4","752","ICE AGE","3912","The Great Divide"
"11","4","577","MURPLE","2825","Io Sono Murple"
"11","3","1037","DAVID GILMOUR","11251","On An Island"
"5","2","339","TWELFTH NIGHT","1350","Fact And Fiction"
"11","3","50","CAMEL","43652","The Snow Goose (Re-recording)"
"11","4","1830","STEVE VAI","8763","Real Illusions: Reflections"
"11","3","181","KAIPA","7531","Mindrevolutions"
"11","3","1","GENESIS","1520","Invisible Touch"
"11","4","629","BEGGARS OPERA","3193","Act One"
"11","3","375","EXPLORERS CLUB","1617","Raising the Mammoth"
"11","3","2388","BURNIN&apos; RED IVANHOE","10984","6 Elefantskovcikadeviser (Povl Dissing &amp; Burnin Red Ivanhoe)"
"11","3","1023","FRANK ZAPPA","5342","The Mothers Of Invention: Cruising With Ruben &amp; The Jets"
"6","5","1295","TANGERINE DREAM","6350","Force Majeure"
"11","4","95","ELOY","515","Planets"
"11","4","40","BIGLIETTO PER L&apos;INFERNO","169","Il Tempo Della Semina"
"11","5","1600","EAST OF EDEN","7492","Snafu"
"11","3","1751","ADRIAN BELEW","8182","Mr. Music Head"
"11","3","443","PETER HAMMILL","2591","Roger Eno &amp; Peter Hammill: The Appointed Hour"
"11","4","3312","HANSSON &amp; KARLSSON","23599","Liding&#xFFFD; Airport / Canada Lumberyard"
"11","4","169","ISILDURS BANE","636","Mind - Vol 2 Live"
"11","4","191","KING CRIMSON","1922","THRAK"
"11","4","169","ISILDURS BANE","629","Sea Reflections"
"11","4","639","TRETTIO&#xFFFD;RIGA KRIGET","15885","I B&#xFFFD;rjan Och Slutet "
"11","4","549","NEKTAR","2732","...Sounds Like This"
"11","5","766","RICK WAKEMAN","3968","Journey To The Centre Of The Earth"
"11","3","1037","DAVID GILMOUR","5400","David Gilmour"
"11","4","1507","QUINTESSENCE","7133","Quintessence"
"11","4","2259","ELECTRIC LIGHT ORCHESTRA","10529","Out Of The Blue"
"11","4","36","BANCO DEL MUTUO SOCCORSO","170","Io Sono Nato Libero"
"11","4","130","GOBLIN","454","Profondo Rosso [Aka: Deep Red]  (OST)"
"11","4","130","GOBLIN","455","Roller"
"11","4","3059","CHASE","15922","Chase"
"11","3","105","YES","1848","The Ladder"
"11","3","5997","ROBERT PLANT","31163","Dreamland"
"17","5","324","SUPERTRAMP","1249","Supertramp"
"11","4","875","CURVED AIR","4795","Airconditioning"
"11","4","8374","AXIS","42595","Axis"
"5","3","233","MARILLION","52412","F E A R (F*** Everyone And Run)"
"11","4","45","BOUD DEUN","177","Astronomy Made Easy"
"11","5","1295","TANGERINE DREAM","6348","Stratosfear"
"11","4","4022","METALLICA","19925","Death Magnetic"
"11","5","1157","URIAH HEEP","5896","Look At Yourself"
"11","4","242","METAPHOR","927","Starfooted"
"11","5","1310","HAIKARA","6437","Haikara"
"11","2","2938","JEFF BECK","15047","Jeff Beck With The Jan Hammer Group: Live"
"11","4","110","THE FLOWER KINGS","6157","Adam &amp; Eve"
"11","5","1122","OPETH","45281","Pale Communion"
"5","3","165","IQ","609","The Wake"
"11","4","1751","ADRIAN BELEW","8203","Side Two"
"11","3","674","QUEENSRYCHE","7964","The Art Of Live"
"11","3","856","DRUID","4698","Toward The Sun"
"11","2","596","NOVALIS","2982","Bumerang"
"11","3","813","ASIA","4337","Asia"
"11","4","674","QUEENSRYCHE","3569","Live Evolution"
"5","4","712","NEAL MORSE","9319","? [Aka: Question Mark]"
"11","3","288","PENDRAGON","1121","Acoustically Challenged"
"12","4","118","GENTLE GIANT","616","Octopus"
"11","4","3642","ELIAS HULK","18232","Unchained"
"11","4","337","TRANSATLANTIC","1341","Live in America "
"11","5","1","GENESIS","1510","Selling England by the Pound"
"11","5","4332","CHARLIE &amp; ESDOR","21921","Gr&#xFFFD;nt &#xFFFD;r Sk&#xFFFD;nt"
"11","3","443","PETER HAMMILL","2594","Clutch"
"5","4","78","DEUS EX MACHINA","258","Equilibrismo da Insofferenza"
"11","3","1000","ANTARES","5198","Out Of Sight"
"11","5","660","BRAND X","3489","Trilogy"
"11","4","1868","NUCLEUS","9241","Ian Carr with Nucleus: Labyrinth"
"11","4","3312","HANSSON &amp; KARLSSON","17112","Hansson &amp; Karlsson"
"11","2","2938","JEFF BECK","23014","Frankie&apos;s House (OST)"
"11","5","356","YOKE SHIRE","1404","Masque of Shadows "
"11","4","1290","ATOMIC ROOSTER","6321","Made In England"
"11","3","2940","BLUE &#xFFFD;YSTER CULT","15063","Imaginos"
"11","3","431","STYX","7594","Big Bang Theory"
"11","3","373","LA TULIPE NOIRE","1612","Faded Leaves"
"13","5","443","PETER HAMMILL","2373","A Black Box"
"13","3","443","PETER HAMMILL","2281","Over"
"11","4","500","DELIRIUM","2522","Lo Scemo E Il Villaggio"
"11","5","2380","MAN","10907","Back Into The Future"
"11","2","973","ROINE STOLT","25303","Behind the Walls"
"11","4","1969","DEEP PURPLE","12603","Deep Purple In Concert"
"11","4","638","THE WATCH","27379","Planet Earth?"
"6","2","5043","BLACK MOUNTAIN","26312","In The Future"
"11","4","8","AETHER","27","Visions"
"11","3","1174","EARTH AND FIRE","5969","To The World Of The Future"
"11","3","225","MAGUS / THE WINTER TREE","865","Highway 375"
"6","1","418","JETHRO TULL","2033","Under Wraps"
"11","4","283","PALLAS","1717","The Cross &amp; The Crucible"
"5","4","224","THE MOODY BLUES","1947","Octave"
"11","3","443","PETER HAMMILL","37622","Consequences"
"11","3","443","PETER HAMMILL","2286","pH7"
"11","5","1023","FRANK ZAPPA","5427","The Mothers Of Invention: Weasels Ripped My Flesh"
"11","4","595","ANGE","2942","Le Cimeti&#xFFFD;re Des Arlequins"
"6","5","660","BRAND X","3476","Masques"
"11","4","1023","FRANK ZAPPA","5428","You Are What You Is"
"11","4","534","THE TRIP","2695","The Trip"
"11","4","766","RICK WAKEMAN","4510","1984"
"11","5","2292","LIFE","10538","Life"
"11","4","1173","MAINHORSE","5965","Mainhorse"
"11","4","356","YOKE SHIRE","2252","A Seer In The Midst"
"11","3","233","MARILLION","19574","Happiness Is The Road"
"11","3","2437","WISHBONE ASH","11782","No Smoke Without Fire"
"11","4","3790","DAVID BOWIE","24991","Live in Santa Monica&apos;72"
"11","5","129","GLASS HAMMER","451","Chronometree"
"11","3","1751","ADRIAN BELEW","8483","The Acoustic Adrian Belew"
"11","5","2643","SPIRIT","13042","Spirit"
"11","4","5487","FLIED EGG / STRAWBERRY PATH","28574","Dr. Siegel&apos;s Fried Egg Shooting Machine"
"11","3","1969","DEEP PURPLE","9303","Nobody&apos;s perfect "
"5","4","712","NEAL MORSE","3792","Testimony"
"11","3","1969","DEEP PURPLE","9222","Bananas"
"5","3","811","THE CHURCH","4407","Remote Luxury"
"11","4","1095","STEVE HOWE","5687","Natural Timbre"
"11","4","5897","KORNET","44792","Digital Master  Direct Cut"
"5","4","378","DREAM THEATER","22165","Black Clouds &amp; Silver Linings"
"11","3","657","WIGWAM","3432","Tombstone Valentine"
"11","4","2394","FLEUR DE LIS","10995","Facing Morning"
"11","4","609","RUSH","18261","Snakes &amp; Arrows Live"
"11","2","961","BIRTH CONTROL","5098","Getting There"
"11","4","288","PENDRAGON","1111","The Window Of Life"
"11","4","169","ISILDURS BANE","2237","Isildurs Bane &amp; Metamorfosi Trio: Mind Vol. 3"
"11","4","1897","PANTHEON","8746","Orion"
"11","4","2824","AKRITAS","14234","Akritas"
"11","4","392","TRIUMVIRAT","1686","Old Loves Die Hard"
"11","4","585","GROBSCHNITT","2865","Ballermann"
"11","4","609","RUSH","3084","A Show Of Hands"
"11","4","1023","FRANK ZAPPA","5420","Them Or Us"
"6","5","118","GENTLE GIANT","1147","In a Glass House"
"11","4","165","IQ","619","Subterranea"
"11","4","276","OSANNA","1031","Preludio, Tema, Variazioni, Canzona  [Aka: Milano Calibro 9 (OST)]"
"6","4","3790","DAVID BOWIE","18762","The Man Who Sold the World"
"11","3","5997","ROBERT PLANT","31160","Manic Nirvana"
"11","3","1037","DAVID GILMOUR","5399","About Face"
"11","3","418","JETHRO TULL","2032","The Broadsword And The Beast"
"11","4","110","THE FLOWER KINGS","373","Space Revolver"
"11","5","2094","JEAN-LUC PONTY","9681","Enigmatic Ocean"
"11","3","443","PETER HAMMILL","5594","Incoherence"
"11","4","3569","JUKKA TOLONEN","36627","Crossection"
"11","3","660","BRAND X","3477","Product"
"11","4","233","MARILLION","1761","Seasons End"
"11","5","1196","AZAZELLO","6042","Upstairs"
"11","2","855","AMON D&#xFFFD;&#xFFFD;L II","4774","Eternal Flashback"
"11","3","78","DEUS EX MACHINA","255","Deus Ex Machina"
"11","5","2211","PROCESSION","10207","Frontiera"
"11","5","1122","OPETH","5797","Still Life"
"13","2","603","RENAISSANCE","3023","Scheherazade and Other Stories"
"12","4","832","CHRIS SQUIRE","4442","Fish Out Of Water"
"11","5","1696","WEATHER REPORT","8004","Mysterious Traveller"
"11","3","1969","DEEP PURPLE","9099","Come Hell Or High Water"
"7","5","741","SANDROSE","3873","Sandrose"
"11","3","443","PETER HAMMILL","2588","Everyone You Hold"
"5","4","9","AFTER CRYING","31","Megal&#xFFFD;zottak &#xFFFD;s Megszomor&#xFFFD;tottak"
"11","4","1868","NUCLEUS","8710","Ian Carr: Belladonna"
"11","4","186","KAYAK","705","See See The Sun"
"11","5","973","ROINE STOLT","5133","The Flower King"
"11","4","27","ARENA","34629","The Seventh Degree of Separation"
"11","4","5755","TORI AMOS","30037","American Doll Posse"
"11","3","1023","FRANK ZAPPA","10166","London Symphony Orchestra Vol. II"
"11","4","3490","SPERRM&#xFFFD;LL","17752","Sperrm&#xFFFD;ll"
"11","4","501","ENSEMBLE NIMBUS","2525","Scapegoat"
"11","5","1035","ROBERT WYATT","5370","Rock Bottom"
"6","4","165","IQ","5459","Dark Matter"
"11","2","963","LUCIFER&apos;S FRIEND","5109","Sneak Me In"
"11","4","146","HAPPY THE MAN","557","Death&apos;s Crown"
"11","2","418","JETHRO TULL","2033","Under Wraps"
"11","4","4149","BUDGIE","20679","Nightflight"
"11","4","3790","DAVID BOWIE","23710","Serious Moonlight, Live In Vancouver"
"11","3","1609","JEAN-MICHEL JARRE","8443","Sessions 2000"
"11","3","1488","CARDIACS","7037","Guns"
"5","3","290","PORCUPINE TREE","16300","Nil Recurring"
"11","4","915","THONK","4940","Earth Vision Impact"
"11","5","72","CRUCIBLE","238","Tall Tales"
"11","4","848","GONG","4631","Radio Gnome Invisible Vol. 3 - You"
"11","5","640","TRESPASS","3290","In Haze of Time "
"5","4","320","SPOCK&apos;S BEARD","1266","The Light"
"7","5","2379","PHIDEAUX","15184","Doomsday Afternoon"
"6","2","290","PORCUPINE TREE","1463","The Sky Moves Sideways"
"11","3","952","POVERTY&apos;S NO CRIME","5061","One in a Million"
"11","4","269","NOLAN &amp; WAKEMAN","1005","Jabberwocky"
"11","4","301","RITUAL","1174","Superb Birth"
"11","3","1122","OPETH","22743","Selections From Ghost Reveries"
"11","3","2629","IRON MAIDEN","12955","Virtual XI"
"12","4","855","AMON D&#xFFFD;&#xFFFD;L II","4727","Made in Germany"
"11","3","961","BIRTH CONTROL","5084","The Best of Birth Control "
"11","4","4139","IAN GILLAN BAND","20567","Clear Air Turbulence"
"11","5","259","NEBELNEST","989","NoVa eXPReSS"
"11","4","2467","SATIN WHALE","11668","Lost Mankind"
"11","3","1969","DEEP PURPLE","9221","Abandon"
"11","4","2938","JEFF BECK","15052","Who Else !"
"11","4","1","GENESIS","1512","Wind &amp; Wuthering"
"11","3","306","SAGA","2232","Saga"
"6","2","288","PENDRAGON","1114","The Masquerade Overture"
"11","5","633","THE SOFT MACHINE","3236","Volume Two"
"11","3","782","STEVE HACKETT","4177","Darktown"
"11","4","418","JETHRO TULL","2023","Minstrel in the Gallery"
"11","4","1157","URIAH HEEP","32691","Into The Wild"
"11","4","109","FLAMBOROUGH HEAD","360","Unspoken Whisper"
"11","3","782","STEVE HACKETT","4168","Momentum"
"11","5","7940","SOLAR PLEXUS","41036","Solar Plexus [Aka: Concerto Grosso]"
"11","5","1023","FRANK ZAPPA","5284","The Mothers Of Invention: Absolutely Free"
"64080","5","343","VAN DER GRAAF GENERATOR","1417","Pawn Hearts"
"11","5","580","ATOLL","2830","L&apos;araign&#xFFFD;e-mal"
"11","4","789","ECLAT / ECLAT DE VERS","4218","Eclat en Concert 1998 - Marseille/Tokyo"
"11","5","295","QUIDAM","1141","Sny Anio&#x142;&#xFFFD;w"
"11","4","169","ISILDURS BANE","7350","MIND Volume 5 - The Observatory"
"11","3","4139","IAN GILLAN BAND","20568","Scarabus"
"11","3","95","ELOY","518","Performance"
"11","4","1609","JEAN-MICHEL JARRE","8107","Zoolook"
"11","5","549","NEKTAR","2731","A Tab in the Ocean"
"11","3","748","IT BITES","28240","This Is Japan"
"11","4","1039","THIRSTY MOON","5450","You&apos;ll Never Come Back"
"11","2","54","CATWEAZLE","189","Ars Moriendi"
"11","4","875","CURVED AIR","4798","Air Cut"
"7","4","3306","MUNDI DOMINI","17074","Mundi Domini"
"11","4","418","JETHRO TULL","2022","A Passion Play"
"5","2","290","PORCUPINE TREE","1464","Signify"
"11","5","963","LUCIFER&apos;S FRIEND","5103","Lucifer&apos;s Friend"
"11","3","4149","BUDGIE","20702","You&apos;re All Living In Cuckooland"
"11","4","3312","HANSSON &amp; KARLSSON","23604","Gold"
"11","4","431","STYX","2188","Equinox"
"11","4","1023","FRANK ZAPPA","5338","Broadway The Hard Way"
"11","5","3363","TERJE RYPDAL","19148","Bleak House"
"11","3","1600","EAST OF EDEN","7495","Armadillo"
"11","3","1755","QUEEN","8237","Made In Heaven"
"5","2","450","MAGENTA","2388","Revolutions"
"11","3","181","KAIPA","15083","Angling Feelings"
"11","4","173","JADE WARRIOR","652","Waves"
"7","5","191","KING CRIMSON","1903","In the Court of the Crimson King"
"11","5","2643","SPIRIT","14837","The Best Of Spirit"
"11","4","2530","BE BOP DELUXE","12142","Sunburst Finish"
"11","3","3171","JERONIMO","16684","Best Of Jeronimo"
"11","5","209","P&#xFFFD;R LINDH PROJECT","810","Live In America"
"11","4","1321","EKSEPTION","6530","With Love From Ekseption"
"11","4","17","ANEKDOTEN","68","From Within"
"11","2","596","NOVALIS","2981","Sterntaucher"
"11","5","912","COMUS","7988","Song to Comus: The Complete Collection"
"11","3","192","KLAATU","749","Sir Army Suit"
"6","2","118","GENTLE GIANT","1153","Giant For A Day"
"11","4","80","DEYSS","266","The Dragonfly From The Sun"
"11","4","2783","MATS-MORGAN (BAND)","15947","The Music or the Money"
"11","5","191","KING CRIMSON","1905","Lizard"
"11","3","2437","WISHBONE ASH","11447","Wishbone Four"
"11","3","1600","EAST OF EDEN","14403","It&apos;s The Climate"
"7","4","95","ELOY","510","Dawn"
"11","5","1969","DEEP PURPLE","9121","Fireball"
"11","3","2845","TRACTOR","14339","Tractor"
"11","2","1696","WEATHER REPORT","8011","Mr. Gone"
"11","3","674","QUEENSRYCHE","15857","Mindcrime at the Moore"
"11","4","5078","HARVEST","26567","Underground Community"
"11","4","629","BEGGARS OPERA","3195","Pathfinder"
"11","4","655","BARCLAY JAMES  HARVEST","3380","Barclay James Harvest"
"11","4","1609","JEAN-MICHEL JARRE","8412","Chronologie"
"11","3","531","FORMULA 3","2681","Dies Irae (Formula 3)"
"5","4","105","YES","1853","Magnification"
"11","5","5997","ROBERT PLANT","31165","Robert Plant &amp; Alison Krauss: Raising Sand"
"11","4","129","GLASS HAMMER","450","On To Evermore"
"11","4","1031","BL&#xFFFD;KULLA","5326","Bl&#xFFFD;kulla"
"11","3","1755","QUEEN","8226","The Miracle"
"11","4","916","HORIZONT","4942","Summer In Town"
"11","4","1082","OUT OF FOCUS","5612","Out Of Focus"
"5","2","321","STARCASTLE","1280","Starcastle"
"11","3","311","SEBASTIAN HARDIE","36583","Blueprint"
"11","3","1321","EKSEPTION","6481","Beggar Julia&apos;s Time Trip"
"11","5","1696","WEATHER REPORT","8010","Black Market"
"11","4","667","CAN","3511","Soon Over Babaluma"
"11","3","233","MARILLION","1773","This Strange Engine"
"11","5","792","ALIAS EYE","4228","Field Of Names"
"6","3","418","JETHRO TULL","2035","Crest Of A Knave"
"11","3","1023","FRANK ZAPPA","5492","Everything Is Healing Nicely [Aka: EIHN]"
"64080","4","609","RUSH","3076","Moving Pictures"
"11","4","110","THE FLOWER KINGS","11155","Paradox Hotel"
"64080","3","1","GENESIS","3","Nursery Cryme"
"11","4","26","AREA","103","Crac !"
"6","4","341","UK","1361","Danger Money"
"11","4","451","IN THE LABYRINTH","2390","Walking On Clouds"
"11","3","443","PETER HAMMILL","2373","A Black Box"
"11","3","782","STEVE HACKETT","4163","Defector"
"11","4","596","NOVALIS","2972","Brandung"
"11","4","378","DREAM THEATER","1663","When Dream and Day Unite"
"11","2","5316","SPOOKY TOOTH","27643","You Broke My Heart - So... I Busted Your Jaw"
"11","4","181","KAIPA","694","Kaipa"
"11","4","2563","WICKED MINDS","12460","From The Purple Skies"
"11","3","4022","METALLICA","19922","Load"
"11","4","1830","STEVE VAI","8750","Fire Garden"
"11","4","1023","FRANK ZAPPA","5410","Sleep Dirt"
"5","5","2552","10CC","12373","The Original Soundtrack"
"11","4","685","THINKING PLAGUE","3631","Early Plague Years"
"11","3","288","PENDRAGON","1108","Kowtow"
"11","4","1803","KEVIN AYERS","8621","Kevin Ayers &amp; The Whole World: Shooting At The Moon"
"17","4","95","ELOY","507","Floating"
"11","4","283","PALLAS","1721","The Wedge"
"11","4","288","PENDRAGON","1122","Fallen Dreams And Angels"
"11","3","443","PETER HAMMILL","2578","The Fall Of The House Of Usher"
"11","4","609","RUSH","3071","All The World&apos;s A Stage"
"11","4","140","FRUUPP","498","Future Legends"
"11","4","3059","CHASE","15923","Ennea"
"11","4","164","INQUIRE","605","Inquire Within"
"11","3","2109","JOHN WETTON","9834","Wetton Manzanera [Aka: One World]"
"11","5","870","LONDON UNDERGROUND","4781","London Underground"
"11","4","186","KAYAK","707","Royal Bed Bouncer"
"11","4","1004","SILENT EXILE","5211","Dancing With Death "
"11","4","3790","DAVID BOWIE","38277","Ziggy Stardust And The Spiders From Mars-The Motion Picture Soundtrack"
"11","4","3253","BLACK SABBATH","16821","Reunion"
"11","5","145","HANDS","548","Hands"
"11","4","855","AMON D&#xFFFD;&#xFFFD;L II","4722","Carnival in Babylon"
"11","4","5755","TORI AMOS","31695","Little Earthquakes"
"11","3","233","MARILLION","1776","Marillion.com"
"11","3","782","STEVE HACKETT","19633","Tribute"
"12","3","667","CAN","3520","Delay 1968"
"11","4","3569","JUKKA TOLONEN","18110","Tolonen!"
"11","4","194","KURGAN&apos;S BANE","760","The Future Lies Broken "
"12","2","667","CAN","3521","Rite Time"
"11","4","165","IQ","617","Forever Live"
"11","4","1000","ANTARES","5197","Over The Hills"
"11","5","3790","DAVID BOWIE","51092","Blackstar"
"11","4","17","ANEKDOTEN","15102","A Time Of Day"
"11","4","2388","BURNIN&apos; RED IVANHOE","10974","W.W.W."
"5","3","123","GALLEON","3675","From Land To Ocean"
"11","3","961","BIRTH CONTROL","5087","The Best of Birth Control Vol. 2"
"11","5","3790","DAVID BOWIE","18763","Hunky Dory"
"11","5","9175","BENT KNEE","52012","Say So"
"11","4","306","SAGA","2227","Worlds Apart"
"11","4","2259","ELECTRIC LIGHT ORCHESTRA","10519","A New World Record"
"11","4","1679","MAGIC PIE","7916","Motions of Desire"
"11","4","1751","ADRIAN BELEW","8180","Desire Caught By The Tail"
"11","3","2938","JEFF BECK","15050","Flash"
"11","4","225","MAGUS / THE WINTER TREE","864","Traveller"
"12","5","105","YES","1829","Relayer"
"11","3","2940","BLUE &#xFFFD;YSTER CULT","15069","Fire Of Unknown Origin"
"11","5","3790","DAVID BOWIE","18772","Lodger"
"11","4","3790","DAVID BOWIE","18761","Space Oddity [Aka: David Bowie, Man Of Words/Man Of Music]"
"11","5","227","MALIBRAN","869","Le Porte Del Silenzio"
"11","4","589","STRAWBS","2912","From The Witchwood"
"11","4","145","HANDS","550","Twenty Five Winters"
"6","5","118","GENTLE GIANT","1149","Free Hand"
"11","3","583","NEW TROLLS","2841","New Trolls"
"6","4","233","MARILLION","890","Misplaced Childhood"
"11","4","585","GROBSCHNITT","2867","Rockpommel&apos;s Land"
"11","5","1696","WEATHER REPORT","7998","Weather Report"
"11","3","782","STEVE HACKETT","4184","To Watch The Storms"
"11","4","3569","JUKKA TOLONEN","18121","Summer Games"
"11","4","135","GRYPHON","481","Treason"
"11","3","1037","DAVID GILMOUR","19728","Live in Gda&#x144;sk"
"11","4","1969","DEEP PURPLE","9215","Come Taste the Band"
"11","4","1588","KALEVALA","7409","People No Names"
"11","4","745","SOTOS","3879","Sotos"
"11","4","1679","MAGIC PIE","15231","Circus Of Life"
"11","5","181","KAIPA","9955","The Decca Years 1975-1978"
"11","4","320","SPOCK&apos;S BEARD","1636","Snow"
"7","5","742","VITAL DUO","3874","Ex Tempore "
"11","4","125","PETER GEE","432","A Vision Of Angels"
"11","4","1034","CITY BOY","5359","The Day the Earth Caught Fire"
"11","2","181","KAIPA","15932","Cellskr&#xFFFD;ck / Bl&#xFFFD;ndad Ikv&#xFFFD;ll"
"11","4","418","JETHRO TULL","2017","Benefit"
"6","4","290","PORCUPINE TREE","1473","Lightbulb Sun"
"11","4","304","ROYAL HUNT","2724","Eyewitness"
"6","4","105","YES","1826","The Yes Album"
"11","5","1157","URIAH HEEP","5897","Demons and Wizards"
"11","4","791","MYSTERY","4225","At The Dawn Of A New Millennium"
"11","5","2299","AUTUMN BREEZE","10556","H&#xFFFD;stbris"
"11","4","5755","TORI AMOS","35684","Tales Of A Librarian"
"11","4","2330","BRAM STOKER","10637","Heavy Rock Spectacular [Aka: Schizo-Poltergeist]"
"11","3","165","IQ","611","Living Proof"
"11","3","630","KANSAS","3212","Power"
"11","4","627","AGITATION FREE","3185","Malesch"
"11","5","2246","PHIL MANZANERA","10328","Diamond Head"
"11","5","4629","STANLEY CLARKE","24028","Stanley Clarke"
"7","4","651","OVERHEAD","7771","Metaepitome"
"11","4","583","NEW TROLLS","2844","Searching for a Land"
"11","4","4230","COSTE APETREA","21192","Nyspolat"
"11","5","284","PAIN OF SALVATION","1023","One Hour By The Concrete Lake"
"11","4","320","SPOCK&apos;S BEARD","1267","Beware of Darkness"
"11","3","83","DJAM KARET","1060","Still No Commercial Potential"
"11","5","1969","DEEP PURPLE","9118","Deep Purple"
"12","4","797","UTOPIA","4264","Ra"
"11","3","657","WIGWAM","3431","Hard N&apos; Horny"
"11","4","197","LANDMARQ","772","Science Of Coincidence"
"11","3","3253","BLACK SABBATH","16827","Live at Last"
"11","5","5942","KVARTETTEN SOM SPRANGDE","30958","Kattvals"
"11","4","5675","BJORN J:SON LINDH","29583","Ramadan"
"11","4","36","BANCO DEL MUTUO SOCCORSO","1800","Banco Del Mutuo Soccorso"
"11","4","1803","KEVIN AYERS","8570","Joy Of A Toy"
"11","5","619","HARMONIUM","3160","Si on avait besoin d&apos;une cinqui&#xFFFD;me saison"
"11","3","585","GROBSCHNITT","2881","Volle Molle"
"11","4","1608","VANGELIS","7543","Earth"
"11","4","1295","TANGERINE DREAM","6389","Ricochet"
"11","4","854","TASAVALLAN PRESIDENTTI","4673","Tasavallan Presidentti"
"11","4","674","QUEENSRYCHE","8452","Operation: LIVEcrime"
"11","3","1646","CINCINNATO","7748","Cincinnato"
"11","4","1495","VOIVOD","33727","Warriors of Ice"
"11","4","418","JETHRO TULL","2028","Heavy Horses"
"11","3","512","STANDARTE","2548","Emmaus (Promo compilation) "
"11","4","462","NO-MAN","2416","Flowermouth"
"11","4","288","PENDRAGON","1114","The Masquerade Overture"
"6","4","1498","ROXY MUSIC","12344","Live At The Apollo"
"11","4","747","FLASH","3893","Flash (1972) / Out Of Our Hands (1973)"
"11","3","1600","EAST OF EDEN","14401","Another Eden"
"11","4","1992","ATLANTIS PHILHARMONIC","9080","Atlantis Philharmonic"
"11","5","378","DREAM THEATER","3777","Train of Thought"
"11","4","8374","AXIS","42593","Ela Ela"
"11","3","855","AMON D&#xFFFD;&#xFFFD;L II","4733","BBC Radio 1 Live In Concert Plus"
"11","4","1868","NUCLEUS","8693","Elastic Rock"
"11","3","2467","SATIN WHALE","11828","As A Keepsake"
